P1606	natural reservoir of	pathogen of which this species is a long-term host
P161	cast member	"actor in the subject production [use ""character role"" (P453) and/or ""name of the character role"" (P4633) as qualifiers] [use ""voice actor"" (P725) for voice-only role]"
P1611	NATO code for grade	NATO Code for Grades of Military Personnel
P1612	Commons Institution page	"name of the institutions's page on Wikimedia Commons (without the prefix ""Institution"")"
P162	producer	person(s) who produced the film, musical work, theatrical production, etc. (for film, this does not include executive producers, associate producers, etc.) [for production company, use P272, video games - use P178]
P1620	plaintiff	party who initiates a lawsuit
P1625	has melody	this work has the melody of the following work
P1629	Wikidata item of this property	item corresponding to the concept represented by the property
P1637	undercarriage	type of aircraft landing gear the item is equipped with
P1638	working title	temporary name of a product or project used during its development
P1639	pendant of	other work in a pair of opposing artworks, such as wedding portraits, commissioned together, but not always
P1640	curator	content specialist responsible for this collection or exhibition
P1652	referee	referee or umpire of a match
P1654	wing configuration	configuration of wing(s) used by an aircraft
P1656	unveiled by	person who unveils a statue, sculpture, memorial or plaque, etc.
P1657	MPA film rating	US film classification administered by the Motion Picture Association
P1660	has index case	initial patient in the population of an epidemiological investigation
P1668	ATCvet	ATCvet code
P167	structure replaced by	the item which replaced this building or structure, at the same geographic location
P1671	route number	number of a rail or other public transport line
P1672	this taxon is source of	"links a taxon to natural products it produces. Note that it does not say ""this taxon is the source of"" or ""this taxon is a source of"" as this may vary. Some products may be yielded by more than one taxon."
P1678	has vertex figure	the figure exposed when a corner of a polytope is sliced off
P1680	subtitle	for works, when the title is followed by a subtitle
P1684	inscription	inscriptions, markings and signatures on an object
P169	chief executive officer	highest-ranking corporate officer appointed as the CEO within an organization
P1703	is pollinated by	how pollen from the male anthers is transferred to the female stigma of a flower
P1704	is pollinator of	plant that this animal visits for pollen (and that it pollinates)
P1705	native label	label for the items in their official language (P37) or their original language (P364)
P1706	together with	qualifier to specify the item that this property is shared with
P1716	brand	commercial brand associated with the item
P1731	Fach vocal classification	method of classifying opera singers according to the range, weight, and color of their voices
P1740	category for films shot at this location	the object is a category for films shot at or in the subject
P175	performer	actor, musician, band or other performer associated with this role or musical work
P1750	name day	"day of the year associated with a first/given name. A qualifier should be used to identify the calendar that is being used. Distinguish from ""feast day"" (P:P841)"
P1753	list related to category	Wikimedia list equivalent to a Wikimedia category
P1754	category related to list	Wikimedia category that matches the Wikimedia list
P176	manufacturer	(main or final) manufacturer or producer of this product
P177	crosses	obstacle (body of water, road, railway...) which this bridge (ferry, ford) crosses over or this tunnel goes under
P1774	workshop of	artist whose work group are the likely creator of an artwork
P1775	follower of	for unknown artists who work in the manner of the named artist
P1777	manner of	for unknown artists who worked in a similar style as the named author, but not necessary from the same period
P1779	possible creator	for a creative work with considerable uncertainty about the author
P178	developer	organization or person that developed the item
P1789	chief operating officer	the chief operating officer of an organization
P179	part of the series	series which contains the subject
P1791	category for people buried here	Wikimedia category for people with a burial site within this area
P1792	category of associated people	Wikimedia category for people associated with this place or organization
P180	depicts	entity visually depicted in an image, literarily described in a work, or otherwise incorporated into an audiovisual or other medium; see also P921,  'main subject'
P1809	choreographer	person(s) who did the choreography
P1811	list of episodes	link to the article with the list of episodes for this series
P1813	short name	short name of a place, organisation, person, journal, wikidata property, etc. Used by some Wikipedia templates.
P1817	addressee	person or organization to whom a letter or note is addressed
P183	endemic to	sole location or habitat type where the taxon lives
P184	doctoral advisor	person who supervised the doctorate or PhD thesis of the subject
P1840	investigated by	person or organization involved in investigation of the item
P1843	taxon common name	common or vernacular name of a biological taxon
P185	doctoral student	doctoral student(s) of a professor
P1851	input set	a superset of the domain of a function or relation that may include some inputs for which the function is not defined; to specify the set of only those inputs for which the function is defined use domain (P1568)
P1853	blood type	blood type of the human or animal
P186	made from material	material the subject or the object is made of or derived from (do not confuse with P10672 which is used for processes)
P1875	represented by	person or agency that represents or manages the subject
P1876	vessel	vessel involved in this mission, navigation or event
P1877	after a work by	artist whose work strongly inspired / was copied in this item
P1878	Vox-ATypI classification	classification for typefaces
P1879	income classification (Philippines)	classification grade of a Philippine local government unit based on income
P1880	measurement scale	scale by which a phenomenon is measured
P1881	list of characters	Wikimedia page with the list of characters for this work
P1884	hair color	person's hair color. Use P585 as qualifier if there's more than one value
P1885	cathedral	principal church of a religious district
P1887	vice-county	geographical delineation utilized for biological records in the British Isles
P1888	DMNES-ID	identifier for an entry in the Dictionary of Medieval Names from European Sources
P189	location of discovery	where the item was located when discovered
P1891	signatory	person, country, or organization that has signed an official document (use P50 for author)
P1897	highest note	highest note that an instrument can play or singer can sing
P1898	lowest note	lowest note that an instrument can play or singer can sing
P1903	volcanic explosivity index	scale indicating size of an explosive volcanic eruption
P1909	side effect	effect of a medication or procedure, that occurs next to the desired effect
P1922	first line	first line (incipit) of a poem, first sentence of a novel, speech, etc.
P1923	participating team	like 'Participant' (P710) but for teams. For an event like a cycle race or a football match you can use this property to list the teams and P710 to list the individuals (with 'member of sports team' (P54) as a qualifier for the individuals)
P1924	vaccine for	disease that a vaccine is for
P193	main building contractor	the main organization (or person) responsible for construction of this structure or building
P1937	UN/LOCODE	geographic location code mantained by UNECE
P195	collection	art, museum, archival, or bibliographic collection the subject is part of
P1950	second family name in Spanish name	second (generally maternal) family name in Spanish names (do not use for other double barrelled names) and in some French names.
P1951	investor	individual or organization which invests money in the item for the purpose of obtaining financial return on their investment
P1956	takeoff and landing capability	type of takeoff and landing the aircraft is designed to operate
P196	minor planet group	is in grouping of minor planets according to similar orbital characteristics
P197	adjacent station	the stations next to this station, sharing the same line(s)
P1981	FSK film rating	"permitted audience of a film, according to the German film-rating system (add Prüfnummer with qualifier ""P2676"")"
P199	business division	organizational divisions of this organization (which are not independent legal entities)
P1990	species kept	taxa, preferably species, present at a zoo, botanical garden, collection, or other institution. NOT specific animals, not for any geographic location
P1995	health specialty	main specialty that diagnoses, prevent human illness, injury and other physical and mental impairments
P200	inflows	major inflow sources — rivers, aquifers, glacial runoff, etc. Some terms may not be place names, e.g. none
P2002	X username	username on X (formerly Twitter); do not include the '@' symbol
P201	outflows	rivers and other outflows waterway names. If evaporation or seepage are notable outflows, they may be included. Some terms may not be place names, e.g. evaporation
P2012	cuisine	type of food served by a restaurant or restaurant chain or national food culture
P2013	Facebook username	identifier for an official (preferably) Facebook person, product or organization page (everything that follows URL part 'https://www.facebook.com/')
P2033	category for pictures taken with this camera	Commons category for photos taken with that camera model or model line
P205	basin country	country that have drainage to/from or border the body of water
P2058	depositary	depositary of the treaty
P2061	aspect ratio (W:H)	image width to height ratio of films, photographs, and other images
P2079	fabrication method	method, process or technique used to grow, cook, weave, build, assemble, manufacture the item
P2093	author name string	stores unspecified author or editor name for publications; use if Wikidata item for author (P50) or editor (P98) does not exist or is not known. Do not use both.
P2094	competition class	official classification by a regulating body under which the subject (events, teams, participants, or equipment) qualifies for inclusion
P2095	co-driver	rally team member who performs as a co-driver or co-pilot
P2098	substitute/deputy/replacement of office/officeholder	function that serves as deputy/replacement of this function/office (scope/conditions vary depending on office)
P210	party chief representative	chief representative of a party in an institution or an administrative unit (use qualifier to identify the party)
P2127	International Nuclear Event Scale	international scale for rating nuclear events and accidents
P2152	antiparticle	particle with the same rest mass and opposite charges
P2155	solid solution series with	"the mineral forms a continous (true) or discontinous ""solid solution series"" with another mineral"
P2156	pseudo crystal habit	possible macrosopic appearance of a crystal different to its molecular symmetry (crystal cell, specimens with twinning or synthetic material)
P2159	computes solution to	problem that this algorithm or method solves
P2175	medical condition treated	disease that this pharmaceutical drug, procedure, or therapy is used to treat
P2176	drug or therapy used for treatment	drug, procedure, or therapy that can be used to treat a medical condition
P2210	relative to	qualifier: what a statement value is relative to
P2239	first aid measures	actions to take to help a person in the case of exposure to this hazard or malady (accidents, injuries, harmful chemicals)
P225	taxon name	correct scientific name of a taxon (according to the reference given)
P2272	Hederich encyclopedia article	entry in Hederich’s encyclopedia of mythology, 3rd edition (1770), via zeno.org
P2279	ambitus	musical interval/range of a melody
P2286	arterial supply	arterial supply of an anatomical structure
P2288	lymphatic drainage	lymphatic drainage of an anatomical structure
P2289	venous drainage	vein draining the anatomical structure
P229	IATA airline designator	two-character identifier for an airline
P2291	charted in	chart where the element reached a position
P2293	genetic association	general link between a disease and the causal genetic entity, if the detailed mechanism is unknown/unavailable
P230	ICAO airline designator	three letter identifier for an airline (two letters only until 1982) (for airports, see P239)
P2308	class	"qualifier to define a property constraint in combination with ""property constraint"" (P2302)"
P2318	debut participant	participant for whom this is their debut appearance in a series of events
P2319	elector	people or other entities which are qualified to participate in the subject election
P2321	general classification of race participants	classification of race participants
P2329	antagonist muscle	
P2348	time period	time period (historic period or era, sports season, theatre season, legislative period etc.) in which the subject occurred or with which it is associated
P235	InChIKey	a hashed version of the full standard InChI
P2353	statistical unit	member of a dataset; type of statistical designation
P2358	Roman praenomen	standard part of the name of a Roman, link to items for specific Roman praenomen only
P2359	Roman nomen gentilicium	standard part of the name of a Roman, link to items about the Roman gens only
P2360	intended public	this work, product, object or event is intended for, or has been designed to that person or group of people, animals, plants, etc
P2361	online service	online service or online service provider tied to an item
P2363	NMHH film rating	rating of a film in the Hungarian film rating system
P2364	production code	production code of a television episode
P2365	Roman cognomen	standard part of the name of a Roman, link to items about specific Roman cognomen only.
P2366	Roman agnomen	optional part of the name of a Roman, link to items about specific Roman agnomen only.
P2371	FAO risk status	UN Food and Agriculture Organization designation of status for a domesticated breed
P2375	has superpartner	"partner particle, in supersymmetry; inverse of ""superpartner of"""
P2376	superpartner of	"partner particle, in supersymmetry; inverse of ""has superpartner"""
P2378	issued by	organisation or other agent that issues or allocates an identifier, code, classification number, etc.
P238	IATA airport code	three-letter identifier for designating airports, railway stations or cities (for airlines, see P229)
P2384	statement describes	formalization of the statement contains a bound variable in this class
P2389	organization directed by the office or position	organization which is directed by this office
P2394	MGI Gene Symbol	official gene symbol for a mouse gene
P2396	image of function	set of values that a mathematical function actually takes
P2408	set in period	historical, contemporary, or future period, year, century or day the work or genre is set in or event featured in the story of the work
P241	military branch	branch to which this military unit, award, office, or person belongs, e.g. Royal Navy
P2414	substrate of	substrate that an enzyme acts upon to create a product
P2416	sports discipline competed in	discipline an athlete competed in within a sport
P2438	narrator	narrator, character or person that tells the story
P2440	transliteration or transcription	conversion of text to alternate script (use as a qualifier for monolingual text statements; please use specific property if possible)
P2441	literal translation	direct or word-for-word translation of a name or phrase (qualifier for name, title, inscription, and quotation properties)
P2444	homoglyph	letter, number, or character which appears similar to another
P2453	nominee	qualifier used with “nominated for” to specify which person or organization was nominated
P2462	member of the deme	name of the deme in Ancient Attica to which the item belonged
P248	stated in	to be used in the references field to refer to the information document or database in which a claim is made; for qualifiers use P805; for the type of document in which a claim is made use P3865
P2499	league level above	the league above this sports league
P2500	league level below	the league below this sports league
P2501	results	results of a competition such as sports, elections or a formula
P2502	classification of race	race for which this classification applies
P2505	carries	item (e.g. road, railway, canal) carried by a bridge, a tunnel or a mountain pass
P2512	has spin-off	works that are spin-offs of this item
P2515	costume designer	person who designed the costumes for a film, television programme, etc.
P2517	category for recipients of this award	link to Wikimedia category for recipients of this award
P2522	victory	competition or sports event won by the subject
P2537	Free Software Directory entry	link to the FSD page on a given software or license
P2541	operating area	geographic area or jurisdiction an organisation or industry operates in, serves, or has responsibility for
P2545	bowling style	type of bowling employed by a cricketer
P2546	sidekick of	close companion of a fictional character
P2548	strand orientation	orientation of gene on double stranded DNA molecule
P2550	recording or performance of	item is a recording or release of this composition
P2551	used metre	rhythmic structure of the poetic text or musical piece
P2554	production designer	person(s) responsible for overall aesthetic of the story of this motion picture, play, video game or similar; responsible for visual concept, producing interior, exterior, location, graphics, etc; deals with many and varied logistic related to this
P2560	GPU	graphics processing unit within a system
P2561	name	name the subject is known by. If a more specific property is available, use that
P2562	married name	name or surname adopted by a person upon marriage
P2563	superhuman feature or ability	superhuman, supernatural, or paranormal abilities that the fictional subject exhibits
P2567	amended by	document is amended by specified other document
P2568	repealed by	document is repealed/inactived by specified other document
P2572	hashtag	"reference keyword associated with this item for online communities (do not include the ""#"" symbol which is often used as a prefixed indicator)"
P2575	measures	physical quantity that this device measures
P2578	is the study of	the object that an academic field studies; distinct from field of work (P101), which is used for human, organization, etc.
P2597	Gram staining	Gram stain type of a bacterial strain
P2614	World Heritage criteria	selection criteria for UNESCO's cultural and natural 'World Heritage' designation since 2005
P2629	BBFC rating	"British media content rating (add BBFC reference with qualifier ""P2676"")"
P263	official residence	the residence at which heads of government and other senior figures officially reside
P2632	place of detention	place where this person is or was detained
P2634	model	person who appears in an artwork or photograph, in the role of an artist's model, rather than subject
P2637	RARS rating	rating in the Russian media content rating system
P264	record label	brand and trademark associated with the marketing of subject music recordings and music videos
P2647	source of material	place the material used was mined, quarried, found, or produced
P2650	interested in	item of special or vested interest to this person or organisation
P2652	partnership with	partnership (commercial or/and non-commercial) between this organization and another organization or institution
P2673	next crossing upstream	next crossing of this river, canal, etc. upstream of this subject
P2674	next crossing downstream	next crossing of this river, canal, etc. downstream of this subject
P2675	reply to	the intellectual work to which the subsequent work is a direct reply
P2679	author of foreword	person who wrote the preface, foreword, or introduction of the book but who isn't an author of the rest of the book
P2684	Kijkwijzer rating	Dutch media content rating system
P2695	type locality (geology)	the locality where a particular rock type, stratigraphic unit or mineral species is defined from (can coincide but not the same as p189)
P2700	protocol	communication protocol to use to access a dataset or service
P2701	file format	file format, compression type, or ontology used in a file
P2702	dataset distribution	particular manner of distribution of a data set (database or file) that is publicly available
P2715	elected in	election in which a person gained a position (as qualifier), or a position or legislative term is/was elected (as main value)
P272	production company	company that produced this film, audio or performing arts work
P2738	disjoint union of	"every instance of this class is an instance of exactly one class in that list of classes. Use ""list item"" P11260 as qualifiers to specify the list of classes"
P2739	typeface/font used	style of type used in a work
P2743	this zoological name is coordinate with	links coordinate zoological names
P2746	production statistics	amount of a certain good produced in/by the item
P2747	Filmiroda rating	rating of a film in the former (2004–2011) Hungarian film rating system
P275	copyright license	license under which this copyrighted work is released
P2756	EIRIN film rating	category in the Japanese film rating system (add EIRIN number with qualifier P2676)
P2758	CNC film rating (France)	category assigned to a film by the Board of Film Classification (CNC) which what audiences may view it in France
P277	programmed in	the programming language(s) in which the software is developed
P2770	source of income	source of income of an organization or person
P2784	modified Mercalli intensity scale	measurement of the intensity of an earthquake
P2789	connects with	item with which the item is physically connected
P281	postal code	identifier assigned by postal authorities for the subject area or building
P2813	house publication	media that speaks for an organization or a movement, and that is usually edited by its members
P2817	appears in the heritage monument list	heritage monument is a part of the list of heritage monuments
P2820	cardinality of this set	measure of number of elements of a set
P2821	by-product	product of a chemical or industrial process, of secondary economic value
P2822	by-product of	chemical or industrial process which produces the item as a by-product
P2825	via	intermediate point on a journey - stopover location, waystation or routing point
P2827	flower color	colour of flowers of a plant species, hybrid or cultivar
P2828	corporate officer	person who holds a specific position
P2831	totem	in many indigenous cultures an individual or group has a particular totem (e.g. a type of animal)
P2838	professional name	name passed down by generation assumed by a master of a traditional Japanese art or sport such as kabuki or sumo
P2839	gait	gait of an animal
P2841	age of onset	age group in which disease manifestations appear
P2846	disabled accessibility	describes disabled accessibility of location or event
P2848	Wi-Fi access	internet access availability through Wi-Fi
P2849	produced by	links a class of biological features (such as a biochemical compound) with another class of biological entities known to produce it
P2851	payment types accepted	types of payment accepted by a venue
P2852	emergency phone number	telephone number to contact emergency services
P286	head coach	on-field manager or head coach of a sports club (not to be confused with a general manager P505, which is not a coaching position) or person
P2860	cites work	citation from one creative or scholarly work to another
P2868	subject has role	"role/generic identity of the item (""subject"") in the context of a statement. For the role of the value of the statement (""object""), use P3831 (""object has role""). For acting roles, use P453 (""character role""). For persons, use P39."
P2869	record or record progression	links to item on the record or record progression
P287	designed by	person(s) or organization which designed the object
P2872	visitor center	official tourist office of this destination
P2881	promoted	competitor or team promoted during competition
P2882	relegated	competitor or team relegated during competition
P2888	exact match	URL used to link two items or properties, indicating a high degree of confidence that the concepts can be used interchangeably
P289	vessel class	series of vessels or other watercraft built to the same design of which this vessel is a member
P2894	day of week	day of the week on which this item occurs, applies to or is valid
P2912	distinctive jersey	distinctive jersey held by a class or stage leader in a cycling competition
P2922	month of the year	month of the year during which this item occurs, applies to or is valid in
P2925	domain of saint or deity	domain(s) which this saint or deity controls or protects
P2935	connector	connectors which the device has/supports
P2937	parliamentary term	term of a parliament or any deliberative assembly
P2962	title of chess person	title awarded by a chess federation to a person
P2964	right to vote	people who have right to vote at this election, referendum, etc.
P297	ISO 3166-1 alpha-2 code	identifier for a country in two-letter format per ISO 3166-1
P2974	habitat	the natural environment in which an organism lives, or the physical environment that surrounds a species population
P2975	host	an organism harboring another organism or organisms on or in itself
P2976	patronym or matronym for this name	patronym or matronym based on this given name
P2978	wheel arrangement	wheel/axle arrangement for locomotives, railcars and other rolling stock
P298	ISO 3166-1 alpha-3 code	identifier for a country in three-letter format per ISO 3166-1
P2992	software quality assurance	quality assurance process in place for a particular software
P300	ISO 3166-2 code	identifier for a country subdivision per ISO 3166-2 (include country code)
P3005	valid in place	place where a statement is valid
P3014	laws applied	the constitutional and statutory provisions that were the primary basis for a decision or law
P3015	backup or reserve team or crew	team or crew that is kept ready to act as reserve
P3018	located in protected area	protected area where a place or geographical feature is physically located
P3019	railway signalling system	type of signalling used on this railway line
P3022	flag bearer	person who carries the national flag of their country at an opening or closing ceremony
P3024	ITU letter code	identifier for member countries of the  International Telecommunication Union radiocommunication division
P3025	open days	days in the week subject item is open within the opening season
P3026	closed on	exceptions to open days (P3025), usually special dates
P3031	EPPO Code	identifier for a taxon in the EPPO Global Database
P3032	adjacent building	building adjacent to the item
P3033	package management system	package management system used to publish the software
P306	operating system	operating system (OS) on which a software works or the OS installed on hardware
P3068	WIPO ST.3	World Intellectual Property Organization standard for the two-letter codes of countries and certain organizations
P3080	game artist	game artist(s) that produced art assets for a role-playing games, collectible card games, video game, etc.
P3081	damaged	physical items damaged by this event
P3082	destroyed	physical items destroyed by this event
P3085	qualifies for event	this event qualifies for that event
P3091	mount	creature ridden by the subject, for instance a horse
P3092	film crew member	member of the crew creating an audiovisual work, used for miscellaneous roles qualified with the job title when no specific property exists. Don't use if such a property is available: notably for cast member (P161), director (P57), etc.
P3093	recovered by	person, organisation or vehicle that recovered the item. Use the most specific value known.
P3094	develops from	this class of items develops from another class of items (biology)
P3096	KML file	item with sitelinks to wikimedia page containing text of a relevant KML file
P3113	does not have part	expected part that the item does not have (for qualities, use P6477)
P3132	last line	last line (excipit) of a poem, last sentence of a novel, etc.
P3137	parent peak	parent is the peak whose territory this peak resides in, based on the contour of the lowest col
P3148	repeals	this document or act repeals that other document or act
P3150	birthday	"item for day and month on which the subject was born. Used when full ""date of birth"" (P569) isn't known."
P3156	Australian Classification	content rating of an audiovisual work or video game in the Australian Classification system
P3158	enclosure	the type of structure enclosing another structure
P3173	offers view on	things, places this place offers views on
P3174	art director	person credited as the art director/artistic director of this work; manages the process of making the visuals, which is done by concept artists, graphic designers, set designers, costume designers, lighting designers; See also P8938 for organizations
P3189	innervated by	nerves which innervate this anatomical structure
P3190	innervates	anatomical structures innervated by this nerve
P3195	league points system	point system of an e.g. sports league
P3205	patient of	was treated or studied as a patient by this person
P3216	ClassInd rating	rating of an audiovisual work, video game or RPG in the Brazilian Advisory Rating System (ClassInd)
P3259	intangible cultural heritage status	status of an item that is designated as intangible heritage
P3261	anatomical branch of	main stem of this blood vessel, lymphatic vessel or nerve
P3262	has anatomical branch	branches of this blood vessel, lymphatic vessel or nerve
P3263	base	configuration of a polytop vertices around the symmetry axis
P3264	radix	number of distinct digits in a positional numeral system
P3274	content deliverer	third party service (e.g. Google Books, Internet Archive, etc.) that made the content available where it was accessed
P3275	storyboard artist	person credited as the storyboard artist of this work
P3279	statistical leader	leader of a sports tournament in one of statistical qualities (points, assists, rebounds etc.). Don't use for overall winner. Use a qualifier to link to the item about the quality.
P3300	musical conductor	the person who directs a musical group, orchestra or chorus
P3301	broadcast by	channel, network, website or service that broadcast this item over radio, television or the Internet
P3306	ICAA rating	rating in the Spanish motion picture content rating system
P3310	muscle action	action a muscle engages in
P3320	board member	member(s) of the board for the organization
P3335	associated hazard	hazards implicit in the subject item: that a sign warns of; that one may encounter in this place, on this thoroughfare; that are inherent properties of (or threats to) the subject; etc.
P3342	significant person	person linked to the item in any possible way
P3349	designed to carry	what the vehicle or class of vehicles is or was designed to carry
P3364	stereoisomer of	target item is a stereoisomer of this item
P3374	endianness	order of the bytes that compose a digital word in computer memory
P3402	CNC film rating (Romania)	rating of a movie in the Romanian content rating system
P3416	end period	last period in which the statement is still valid (including the period-value)
P3428	INCAA film rating	rating of a movie in the Argentinian content rating system
P3432	parent cell line	closest parent cell line of the cell line in question
P3433	biological variant of	a variant of a physical biological entity (e.g., gene sequence, protein sequence, epigenetic mark)
P3437	type of passengers/cargo	the type of passengers or cargo a vehicle actually carries/carried
P3438	vehicle normally used	vehicle the subject normally uses
P344	director of photography	person responsible for the framing, lighting, and filtration of the subject work
P3440	time signature	specification of beats in a musical bar or measure
P3441	FIFA country code	three-letter country code assigned by FIFA
P3447	mirrors data from	the website automatically crawls or mirrors another website as its data source
P3448	stepparent	subject has the object as their stepparent
P3450	sports season of league or competition	"property that shows the competition of which the item is a season. Use P5138 for ""season of club or team""."
P3460	colonel-in-chief	ceremonial position in a military regiment
P3461	designated as terrorist by	country or organization that has officially designated a given group as a terrorist organization (e.g. for India, listed on http://mha.nic.in/BO )
P3489	pregnancy category	official categorisation of safety of medicine in pregnancy
P3490	muscle origin	the anatomic entity to which the beginning of a muscle is anchored
P3491	muscle insertion	the anatomic entity to which the end of a muscle is anchored
P3493	legal status (medicine)	legal status for pharmaceutical drugs, e.g. general sales list for paracetamol in the UK
P3494	points classification	classification established according to points scored by runners
P3497	teams classification by time	classification established by team with the criterion of the race time taken from a certain number of runners in the team
P3501	Christian liturgical rite	Christian liturgical rite associated with this item
P3512	means of locomotion	method that the subject uses to move from one place to another
P353	HGNC gene symbol	the official gene symbol approved by the HGNC, which is typically a short form of the gene name
P358	discography	item for list pages with discography of artist or band
P3592	saros cycle of eclipse	
P3602	candidacy in election	election where the subject is a candidate
P3610	fare zone	fare zone that the station is in
P364	original language of film or TV show	"language in which a film or a performance work was originally created. Deprecated for written works and songs; use P407 (""language of work or name"") instead."
P3643	significant environmental impact	environmental issue determined to have a significant impact on the subject
P3648	NatureServe conservation status	conservation status assigned by NatureServe
P3650	JMK film rating	rating of a film in the Austrian film rating system
P3679	stock market index	stock market indexes for companies traded on this stock exchange
P3680	statement supported by	entity that supports a given statement
P3701	incarnation of	incarnation of another religious or supernatural being
P371	presenter	main role in presenting a radio or television program or a performing arts show
P3712	has goal	desired result or outcome
P3716	social classification	social class as recognized in traditional or state law
P3719	regulated by	organization that acts as regulator of an activity, financial market, or stock exchange
P373	Commons category	"name of the Wikimedia Commons category containing files related to this item (without the prefix ""Category:"")"
P3739	inflorescence	placement of flowers on the stem of a flower plant
P3741	seed dispersal	mode used by the item to disperse its seeds
P375	space launch vehicle	type of rocket or other vehicle for launching subject payload into outer space
P376	located on astronomical body	single astronomical body on which features or places are situated
P3764	pole position	person, who starts race at first row (leader in the starting grid)
P3771	activator of	protein for which this chemical acts as an activator
P3772	agonist of	protein for which this chemical acts as an agonist
P3774	blocker of	protein (e.g. channel/pore protein) for which this chemical compound acts as a blocker
P3776	inhibitor of	"protein for which this chemical compound acts as an inhibitor; only specify the inhibited function if the protein has more than one function (qualifier ""of"")"
P3780	active ingredient in	"is part of and forms biologically active component. Inverse of ""has active ingredient"""
P3781	has active ingredient	"has part biologically active component; inverse of ""active ingredient in"" (P3780)"
P3803	original film format	film format used to create a work (aliases: film gauge, film size)
P3815	volcano observatory	institution that monitors this volcanic landform or phenomenon
P3816	film script	script version for subject film is described at
P3818	KMRB film rating	rating of a film in the South Korean film/video rating system
P3822	rules for classification	the rules for classification of a sports league
P3828	wears	clothing or accessory worn on subject's body
P3831	object of statement has role	"(qualifier) role or generic identity of the predicate value/argument of a statement (""object"") in the context of that statement; for the role of the item the statement is on (""subject""), use P2868"
P3833	diaspora	diaspora that a cultural group belongs to
P3834	RTC film rating	rating of a film in the Mexican film classification system
P3842	located in the present-day administrative territorial entity	the item was located in the territory of this present-day administrative unit; however the two did not at any point coexist in time
P3858	route diagram template	Wikimedia template with route diagram
P3871	tributary orientation	specify if the stream confluence is a left bank or right bank tributary
P3876	category for alumni of educational institution	category containing people who studied at this institution
P3878	Soundex	phonetic algorithm for indexing names by sound, as pronounced in English. Format: initial of word followed by 3 digits (0–6)
P3902	had as last meal	components of the last meal had by a person before death
P3912	newspaper format	physical size of a newspaper (berliner, broadsheet, tabloid, etc.)
P3919	contributed to creative work	"person is cited as contributing to some creative or published work or series (qualify with ""subject has role"", P2868)"
P3931	copyright holder	person or organisation who holds the copyright of a work according to the Berne Convention
P3938	named by	person or organisation that coined the name; use as qualifier for P2561 and its subproperties
P395	licence plate code	distinguishing signs or parts of license plate associated with the subject. For countries: international licence plate country code or distinguishing sign of vehicles
P3966	programming paradigm	programming paradigm in which a programming language is classified
P3967	final event	final event of a competition
P397	parent astronomical body	major astronomical body the item belongs to
P3975	general secretary	leader of a political or international organization, sometimes below the chairperson (P488)
P398	child astronomical body	minor body that belongs to the item
P3984	subreddit	name of the Reddit forum associated to this subject
P3985	supports programming language	programming language which is supported by this programming tool
P3989	members have occupation	some or all members of this group share the occupation
P399	companion of	two or more astronomic bodies of the same type relating to each other
P400	platform	platform for which a work was developed or released, or the specific platform version of a software product
P4000	has fruit type	morphology of the fruit of this taxon, as defined in botany
P4006	overrules	case that supersedes another case
P403	mouth of the watercourse	the body of water to which the watercourse drains
P4032	reviewed by	person who reviewed/refereed the work, e.g., scientific peer-reviewer
P4033	Mastodon address	address on the Mastodon decentralized social network (the form is 'user@server.domain' without a leading '@')
P404	game mode	video game's available playing mode(s)
P4043	emulates	emulates the identified platform, CPU, or system
P4044	therapeutic area	disease area in which a medical intervention is applied
P406	soundtrack release	music release that incorporates music directly recorded from the soundtrack of an audiovisual work
P408	software engine	software engine employed by the subject item
P4082	captured with	equipment (e.g. model of camera, lens microphone), used to capture this image, video, audio, or data
P4091	Irish Grid Reference	grid location reference from the Irish Grid reference system used in Ireland
P410	military or police rank	"military or police rank achieved by a person (should usually have a ""start time"" qualifier), or military or police rank associated with a position"
P4100	parliamentary group	parliamentary group to which a member of a parliament belongs
P4101	thesis submitted to	institution to whom a thesis or dissertation is submitted
P411	canonization status	Formal stage in the process of attaining sainthood per the subject's religious organization
P412	voice type	person's voice type. expected values: soprano, mezzo-soprano, contralto, countertenor, tenor, baritone, bass (and derivatives)
P414	stock exchange	exchange on which this company is traded
P4147	conjugate acid	species formed by accepting a proton (H⁺)
P4149	conjugate base	species formed by losing a proton (H⁺)
P415	radio format	describes the overall content broadcast on a radio station
P4151	game mechanics	constructs of rules or methods designed for interaction with the game state
P416	quantity symbol (string)	symbol for a mathematical or physical quantity
P4185	iconographic symbol	identifying element typically depicted as accompanying or worn by this religious figure, hero, fictional or historical character
P4195	category for employees of the organization	Wikimedia category for people who work or worked at this organization
P4220	order of battle	arrangement of units and hierarchical organization of the armed forces involved in the specified military action
P4224	category contains	category contains elements that are instances of this item
P4229	ICD-10-CM	identifier in the ICD-10-CM (International Classification of Diseases, 10th Revision, Clinical Modification)
P423	shooting handedness	whether the hockey player passes or shoots left- or right-handed
P427	taxonomic type	type genus or species: [in zoology:] nominal genus or species that is the name-bearing type of this nominal family or genus (or family-group ranked taxon or subgenus) [in botany unofficial]
P4271	rating	qualifier to indicate a score given by the referenced source indicating the quality or completeness of the statement
P4272	DPLA subject term	term for an item's subject area in the Digital Public Library of America
P428	botanist author abbreviation	standard form (official abbreviation) of a personal name for use in an author citation (only for names of algae, fungi and plants)
